x,y,label
0.253257718,-0.34160809,0
-0.012292275,-0.331189345,0
0.055303238,-0.467646462,0
0.550613437,0.284091743,0
-0.396726684,-0.005356464,0
0.049442701,-0.456162274,0
-0.094761785,0.005957237,0
-0.436124891,-0.237858566,0
0.139897224,0.157245764,0
0.156216551,-0.158987924,0
0.424369428,0.237376638,0
-0.246822426,-0.576416519,0
0.084695102,0.095366282,0
0.559428415,-0.177942847,0
0.226237272,0.050075579,0
0.041269827,0.315846806,0
0.063320145,-0.413144794,0
-0.100797481,0.584390012,0
-0.06807932,0.429741649,0
-0.576264819,0.21874247,0
0.231692066,0.039130227,0
-0.360045257,-0.253267304,0
-0.532914425,-0.191256885,0
0.131323769,-0.234957874,0
0.038131464,-0.096073782,0
0.148866656,0.3424162,0
-0.262472663,0.033039253,0
-0.25429818,0.326868868,0
0.104750409,-0.35937997,0
-0.44919013,-0.185717815,0
0.302186265,0.140699339,0
0.067659568,0.184199879,0
0.116523696,0.021754326,0
0.043340719,0.397555029,0
-0.111648004,0.135930407,0
-0.123764877,-0.208132946,0
-0.105552541,0.108347791,0
0.090051207,0.090062344,0
0.118604511,-0.303521554,0
0.035778007,-0.63831549,0
-0.912013251,-0.183350497,0
0.544508716,-0.044243013,0
0.178349851,-0.102490497,0
0.099458869,0.292888034,0
-0.320718129,0.501412499,0
-0.303274685,0.351839554,0
0.058261,0.082635772,0
0.486908888,0.113028742,0
-0.140511681,0.509085233,0
0.61015319,-0.228906478,0
0.111066657,-0.099193914,0
-0.395795595,-0.101569865,0
-0.069099674,-0.011797347,0
0.3573314,0.06249958,0
-0.123420405,0.046794846,0
-0.04557394,-0.012414744,0
0.621924431,0.53809878,0
-0.441482998,-0.405241714,0
0.086310835,0.173149636,0
-0.250838047,0.207831836,0
0.04594209,-0.36408134,0
-0.003321813,-0.166773464,0
0.038272381,0.409492169,0
-0.209287482,-0.580170107,0
-0.435233231,0.58994439,0
-0.140104688,0.425837112,0
-0.151510527,0.200598263,0
-0.254631669,-0.359679382,0
-0.195547023,-0.194880151,0
0.002757766,0.011003039,0
-0.02353653,-0.251294635,0
0.263725543,0.320034227,0
-0.587125078,0.01752622,0
0.024462647,-0.08679425,0
-0.252546712,0.001789903,0
-0.028661416,-0.071231252,0
0.508031057,0.251659841,0
0.042647652,-0.442240812,0
-0.231625439,0.667835282,0
-0.250371945,-0.420971713,0
-0.144487675,-0.294042388,0
-0.562604348,0.072381924,0
0.158396133,-0.15478481,0
-0.45221784,-0.46690437,0
0.105688132,0.126962442,0
-0.35636903,-0.001434659,0
-0.098522178,-0.087734918,0
-0.408020682,0.170052061,0
0.36002358,-0.068669635,0
0.396187909,0.223763261,0
0.265705466,-1.066198979,0
0.019212755,-0.462656717,0
-0.241039438,0.326990419,0
-0.08685146,-0.175380172,0
-0.230945851,0.283753917,0
-0.384323947,0.063437434,0
-0.448888797,-0.127586637,0
0.032714903,-0.02513355,0
-0.375257214,-0.113865819,0
-0.298902534,0.414622881,0
-0.134724527,-0.005940945,0
0.331468436,-0.484370816,0
-0.337371929,0.085644185,0
-0.447771664,-0.132647446,0
-0.168044899,0.541881203,0
-0.115522321,0.357141633,0
0.199912227,-0.167108976,0
0.351108325,0.505350812,0
-0.256964649,0.403954213,0
0.39691869,-0.317730194,0
-0.510844066,-0.147992874,0
0.023303444,0.079234556,0
-0.241928382,-0.006236034,0
0.470611368,0.288931699,0
-0.310973487,-0.182870958,0
-0.112975237,0.289239089,0
-0.034751616,0.204640187,0
-0.43478721,-0.088886207,0
0.098108848,-0.43782087,0
0.189517605,0.464082571,0
0.045666062,-0.044719068,0
0.397850898,-0.280482956,0
-0.738062838,-0.296966215,0
0.289114375,0.168162516,0
0.029697587,0.588990535,0
-0.351005831,0.120080695,0
0.134808491,-0.466824797,0
0.173937491,0.029026403,0
-0.310458706,-0.451254743,0
0.071210441,0.552260542,0
-0.266227828,-0.371006138,0
-0.01526004,0.057386155,0
-0.027669963,0.232521337,0
-0.267040428,0.307018858,0
-0.293678998,-0.451306596,0
0.219313908,-0.09133469,0
-0.287928744,-0.167456773,0
0.052536247,0.272592542,0
-0.026495471,-0.137016203,0
0.159620907,-0.41417918,0
0.174105928,0.425585345,0
0.203572403,0.297203051,0
0.453593647,0.145458299,0
0.394464513,0.153260931,0
0.451404781,-0.193645005,0
-0.018425765,-0.457607491,0
0.223544813,0.397135853,0
0.058816518,-0.223731682,0
-0.683290426,-0.480747395,0
-0.353488509,0.2648723,0
0.025710489,-0.267652011,0
0.163843004,0.050123589,0
-0.052538167,-0.438435486,0
-0.380763008,-0.438415493,0
0.095122353,-0.209125403,0
-0.139149802,0.096074267,0
0.070530197,-0.090558433,0
0.839244227,-0.252664878,0
-0.082935857,0.503743669,0
0.183562572,0.027828237,0
-0.648482089,-0.182968778,0
-0.339371493,0.741322138,0
-0.212866637,-0.047587619,0
-0.137320787,0.013231923,0
0.462090785,0.050060683,0
-0.34155773,-0.032204245,0
0.36799197,-0.101471591,0
-0.292296047,0.248678845,0
0.159092403,-0.048195615,0
-0.276732547,-0.226360298,0
-0.237046977,0.343915867,0
-0.33569209,0.297838412,0
-0.041944005,0.347380661,0
-0.277469551,-0.603126961,0
-0.490445938,0.377358871,0
-0.358471393,0.256862753,0
0.056706948,0.155373053,0
-0.47565601,0.695068317,0
-0.366566467,0.036069334,0
-0.130040671,-0.066066353,0
-0.255140458,0.242974578,0
-0.016627467,0.128741682,0
0.020130525,0.392167111,0
-0.293496214,-0.009401499,0
0.388707425,-0.112345612,0
-0.304404578,0.212651215,0
-0.185760419,0.157687374,0
0.2847288,0.308159375,0
0.473282303,-0.221494413,0
0.100543394,0.064551886,0
-0.010667399,-0.026144641,0
-0.004160631,0.262286108,0
0.225314114,0.044937671,0
-0.411429801,-0.399975779,0
0.073737887,-0.721141749,0
-0.131960207,0.318254446,0
-0.129632234,0.32592715,0
0.35496149,0.243885675,0
0.028816289,-0.37800234,0
0.185861466,0.374993662,0
-0.572485748,0.192321993,0
0.101633648,-0.100007806,0
-0.506828436,0.170511161,0
0.211657494,0.37974275,0
0.059595236,0.332934613,0
-0.602382323,0.064643612,0
-0.189430608,0.390911754,0
0.137606526,-0.507945662,0
-0.078491329,0.058145477,0
0.296656769,0.129529029,0
0.243856225,0.652472405,0
-0.307642296,0.510374506,0
0.313396831,0.654803948,0
0.057518129,0.014068096,0
0.151088974,-0.103756478,0
0.187495316,0.585994189,0
-0.003720604,0.203844227,0
0.042753974,0.327111536,0
0.233410393,0.16194458,0
0.113382127,-0.536905651,0
0.134228205,-0.060004523,0
-0.214981771,-0.298247761,0
-0.536279231,0.110093184,0
0.201770091,0.421804464,0
-0.35197566,0.165731924,0
0.477222237,-0.322314263,0
0.065683206,-0.370405689,0
0.326601148,0.283864424,0
0.622200911,-0.012253712,0
0.231292944,0.600583271,0
-0.053359187,0.310672371,0
-0.08859006,-0.357905103,0
-0.37287476,-0.145318929,0
-0.176278066,0.343338157,0
0.943768943,-0.24057475,0
-0.55155197,0.07896076,0
-0.418375738,0.275918675,0
0.156096937,0.419613949,0
-0.121674289,0.335532278,0
0.334269924,0.518815296,0
-0.237298431,0.130256458,0
0.586178048,0.104880619,0
-0.459095689,-0.073563129,0
0.5425386,-0.291326717,0
-0.017207434,0.069762226,0
-0.049775968,0.04583752,0
-0.040733577,-0.322965839,0
0.132948968,-0.334307348,0
0.179540452,-0.323634236,0
0.427486732,0.351888263,0
0.282946567,-0.250575351,0
0.089856705,0.131397318,0
-0.070821232,0.246134024,0
-0.519019823,-0.096780196,0
0.53793741,0.237630896,0
0.144370356,0.471086264,0
0.255802061,-0.521207662,0
0.599137835,-0.14691249,0
0.250263151,-0.001029871,0
0.188966896,0.203075311,0
-0.040621301,-0.296761159,0
-0.217322215,-0.297872763,0
-0.135441601,-0.147848155,0
0.593487065,0.40867568,0
0.005347385,-0.842312576,0
0.420576242,-0.323196839,0
-0.449116101,0.37773823,0
0.251318001,0.53482732,0
0.288656864,-0.490126405,0
-0.408704699,0.407534873,0
0.305284581,-0.258466829,0
-0.3912997,-0.325469069,0
0.363862799,-0.661651952,0
0.118603199,-0.292671849,0
-0.16966603,-0.294789442,0
-0.152474399,0.555269931,0
-0.226482622,0.011454003,0
0.224884976,0.220068513,0
-0.498690353,-0.142721849,0
-0.077100988,0.077752698,0
-0.108717368,-6.21E-05,0
-0.083968267,-0.108829199,0
-0.222324199,-0.116356012,0
-0.380575918,0.131835122,0
0.04754334,0.030691767,0
-0.068269845,-0.58938841,0
-0.56039398,-0.075874071,0
0.094219221,-0.289038752,0
-0.6462395,0.07426338,0
0.219544381,0.088261485,0
-0.111317164,0.769408384,0
0.248416268,-0.311503158,0
-0.048847712,0.158117684,0
-0.151839001,-0.098796923,0
0.440204055,0.303655173,0
-0.144125819,0.235644367,0
-0.008971061,0.2455692,0
-0.278900901,0.017156448,0
0.514492634,0.060999946,0
-0.487892767,-0.1352061,0
-0.233535266,0.366357186,0
0.217813169,0.15557639,0
0.117863253,-0.31106562,0
0.285769898,0.30298156,0
0.150514104,0.1320067,0
-0.515543939,-0.235529163,0
0.088265062,-0.062777075,0
0.037659597,0.106439828,0
0.228776938,-0.11587491,0
-0.070852536,0.129435927,0
0.200696162,-0.712936181,0
0.075081531,0.112757799,0
-0.263777506,0.356830007,0
0.195718326,0.226427209,0
-0.516748759,0.553890246,0
0.147452112,-0.530435356,0
0.113708921,-0.264719315,0
0.130208142,0.071658162,0
0.061361372,0.299491038,0
0.546994791,0.091573509,0
-0.146927678,-0.096362218,0
-0.440555262,-0.396961016,0
0.611601396,-0.100159619,0
0.314092671,-0.125384944,0
0.079308965,-0.151923863,0
-0.120751376,0.199132125,0
-0.268733044,0.477418821,0
0.069668415,-0.27192967,0
-0.173411619,0.388167009,0
-0.065122851,-0.109806332,0
0.0533266,-0.120386568,0
-0.031847464,-0.206654301,0
-0.03435532,-0.136524965,0
-0.056351986,-0.327759547,0
-0.076901274,-0.250812426,0
0.013011296,0.624258417,0
-0.530380367,-0.07426681,0
0.194169593,-0.559234966,0
-0.183038386,0.143402577,0
0.270279673,0.478804539,0
-0.047726964,-0.053866541,0
-0.270674183,-0.233095085,0
-0.000545179,-0.471600409,0
0.163549412,-0.306346986,0
-0.059509592,-0.223132945,0
-0.860298184,-0.745429715,0
0.092026814,0.10801701,0
0.172818072,0.159326453,0
0.209621751,0.492656941,0
-0.324750111,-0.331638395,0
0.331992863,-0.220095206,0
0.046575587,1.084093379,0
0.30803346,0.05813406,0
0.105912309,0.485199564,0
0.111443798,0.248698333,0
0.212972714,-0.183971305,0
0.640470653,-0.09727257,0
0.5620359,-0.025795123,0
0.411008551,0.252128172,0
0.547570684,-0.155047682,0
0.225528918,0.289646926,0
-0.335231422,-0.163910786,0
-0.276929206,-0.219910293,0
0.077395293,0.049560974,0
-0.115120583,-0.088833798,0
0.196399508,0.209941727,0
-0.409446193,0.149718476,0
0.68151834,0.048905234,0
0.062199005,-0.153694248,0
-0.346086517,-0.73183045,0
0.191799557,-0.395058822,0
-0.078741941,0.136202678,0
0.076757978,0.359680571,0
-0.076529631,0.022442564,0
0.135141346,-0.243765357,0
0.061486981,-0.527414913,0
0.054535388,0.220789402,0
0.305050338,-0.135876188,0
0.306195407,0.153844485,0
0.289631981,-0.766770985,0
0.082698773,-0.231471226,0
-0.045137817,-0.019951827,0
0.137909613,0.627959511,0
-0.349941867,0.455617559,0
-0.596513994,0.014614386,0
0.215555723,-0.649118476,0
0.061407208,0.145177782,0
0.100154218,0.464519918,0
0.370351186,-0.026119476,0
-0.129937367,-0.207551382,0
0.361351787,0.109859754,0
0.155766289,0.374607496,0
0.341887418,0.301027906,0
-0.380865583,0.053843178,0
-0.511940004,0.29205012,0
0.279336118,-0.161146877,0
-0.17370396,-0.311797956,0
-0.018157955,-0.349577487,0
0.058868959,-0.114449176,0
0.391775766,0.499254323,0
0.27686337,-0.015049223,0
0.028640701,0.222348836,0
0.107877466,-0.040562041,0
0.168366815,0.399085324,0
-0.32752992,0.117676373,0
0.12581825,0.271451924,0
-0.196777561,-0.124360315,0
-0.306046856,-0.138675064,0
0.687110142,0.253788911,0
-0.175877963,0.040491358,0
-0.277666439,0.131091605,0
-0.457729496,0.331255753,0
0.273517754,0.182787724,0
0.436182292,-0.50413955,0
0.01025361,0.234534299,0
-0.208329517,0.674674181,0
0.156687264,-0.376322553,0
0.266372012,0.49225448,0
0.653133185,0.429984036,0
-0.018029484,0.156109579,0
-0.308675146,-0.087509456,0
-0.068797769,-0.14510119,0
-0.308906042,0.477046277,0
0.150269853,-0.070710638,0
-0.165415489,-0.23321565,0
0.255665117,0.25541941,0
-0.146994176,-0.456012783,0
-0.098920913,-0.385784501,0
-0.219204386,0.216081905,0
0.153157343,-0.26996411,0
-0.252319706,-0.177610558,0
-0.247311181,-0.392434157,0
-0.323360395,0.099515332,0
0.118557101,0.343601672,0
-0.240873585,0.493585814,0
-0.48834056,0.179094826,0
-0.455347635,-0.460286121,0
-0.030322169,-0.030448632,0
-0.314388855,-0.052677076,0
0.249423642,-0.066095605,0
-0.080151001,0.397248068,0
-0.197754638,-0.191435525,0
0.166823064,-0.470877512,0
-0.291452533,0.057287628,0
-0.065794333,-0.043736082,0
-0.102815116,-0.465881198,0
-0.108248806,-0.133255385,0
0.242312507,0.269379975,0
0.191358409,-0.161226973,0
-0.140772576,-0.348000026,0
-0.496989662,0.197608681,0
0.144610633,-0.344079961,0
-0.852492784,0.274404022,0
0.24431431,0.438765828,0
0.17027117,-0.244195042,0
-0.008641859,0.247765326,0
-0.152634424,0.269726556,0
-0.223830743,0.141122543,0
-0.714713288,0.217645177,0
0.073577167,0.448756252,0
0.277977769,-0.070741585,0
0.799854407,0.453244342,0
-0.276453864,0.350558989,0
0.247046486,-0.117075809,0
0.097509395,-0.482609334,0
0.234560307,0.243523724,0
-0.346883025,-0.212544156,0
0.682643783,0.070229529,0
0.284052413,0.161097598,0
0.194888959,-0.095332248,0
-0.099411361,-0.197662313,0
0.388934965,0.053948291,0
0.074947282,0.093913889,0
-0.404404489,0.268461305,0
-0.181712806,0.185980294,0
0.115623906,0.768374133,0
-0.019306117,-0.269548196,0
-0.695348139,0.205502906,0
0.204836843,-0.529000867,0
0.382069061,-0.21712543,0
-0.155914299,0.354614128,0
0.489275248,-0.388033527,0
0.135417283,0.055597238,0
-0.506874973,-0.063705146,0
0.054580755,0.390848053,0
-0.385437592,0.501169346,0
-0.090777877,0.016392731,0
-0.360745365,0.406383735,0
0.383108243,-0.106609201,0
0.49537982,-0.449606297,0
0.036162154,0.185895722,0
-0.225386466,-0.135385701,0
0.376391679,0.204330254,0
0.0576816,0.051468193,0
0.202328405,-0.245078309,0
-0.469310719,0.030099328,0
-0.350429398,-0.149104452,0
0.305596549,0.111807069,0
0.227379982,-0.410344085,0
-0.202422875,0.061667428,0
1.351091275,0.044378508,0
-0.635546782,-0.082406471,0
-0.199536315,-0.026864728,0
-0.278375923,0.612452138,0
0.225005039,0.08777893,0
-0.157644208,0.188533676,0
0.348421829,-0.464502004,0
0.57811206,0.136756534,0
-0.099669265,-0.631054082,0
-0.130114009,0.261308387,0
0.328747411,0.433457528,0
0.697871769,0.101666724,0
0.006458235,-0.025508915,0
-0.029409079,-0.405479185,0
-0.258554971,0.271698489,0
-0.281144601,-0.601950326,0
0.148861897,-0.424895303,0
-0.197025438,0.085220636,0
0.463801117,-0.337406504,0
0.309107283,0.042132585,0
0.381042154,-0.251654206,0
-0.035812608,-0.244716831,0
0.459075995,-0.428232339,0
0.759716426,0.112977546,0
-0.559112081,-0.180648459,0
-0.28431818,-0.210650677,0
-0.1268157,0.616802067,0
-0.491387457,-0.496463311,0
-0.104865688,0.187937312,0
-0.046866476,0.326733538,0
0.241362735,0.426146085,0
-0.125692883,-0.150808215,0
0.540104286,0.86677215,0
0.079084378,-0.091114145,0
-0.758215271,0.075693192,0
0.026752836,0.163583447,0
0.403518068,0.111195671,0
-0.149362382,-0.159433407,0
-0.391383204,-0.741250601,0
-0.039899362,0.113529363,0
0.10297932,-0.149888837,0
0.079803645,0.301786678,0
-0.318092304,0.440156083,0
-0.45996793,0.177348008,0
-0.149531492,-0.212421485,0
-0.299457865,-0.296739124,0
0.733618688,0.135894326,0
-0.227021934,-0.274003337,0
0.153195145,-0.155937828,0
0.085168791,0.142168313,0
0.251156283,0.198882159,0
0.607131285,-0.229340053,0
0.135663788,-0.202680188,0
-0.304968274,0.31861954,0
0.363652347,0.236664625,0
0.251269551,-0.175171248,0
0.397819267,0.426360478,0
-0.244250168,-0.248691629,0
0.104399679,-0.620650479,0
-0.281777351,0.046077421,0
-0.196401731,-0.117051609,0
-0.229647112,-0.42121822,0
0.270234504,0.474271102,0
0.219335382,0.063317356,0
0.121264327,0.281119496,0
0.136813243,0.150328954,0
0.162968464,0.324793116,0
0.060029066,-0.146899168,0
-0.357462786,-0.269033976,0
0.544309041,-0.239375596,0
-0.302169062,0.002916438,0
0.358074927,0.29902076,0
-0.305621548,0.080731205,0
-0.087909987,0.200535131,0
0.581002478,-0.21002273,0
-0.153598018,-0.39888903,0
-0.15888158,-0.049050682,0
0.074653251,-0.261327683,0
0.281034957,0.292652178,0
-0.492775784,-0.280151204,0
-0.181046945,0.2216274,0
0.248664819,0.005644321,0
-0.188250803,0.10850837,0
-0.176781368,0.252022533,0
0.133634922,-0.015162717,0
-0.072410006,-0.377591707,0
0.124489317,0.119413841,0
0.852721945,0.121344412,0
-0.008773086,0.214689513,0
0.210002692,-0.364972525,0
0.533296897,0.402138057,0
0.538003798,-0.006509434,0
0.054656462,0.632345747,0
-0.056640344,-0.000550845,0
-0.055238808,-0.104813547,0
0.160041512,-0.014694562,0
0.109077639,-0.340561193,0
0.025566896,0.062402973,0
0.525254557,0.103143426,0
-0.511554655,0.110834079,0
-0.070659918,-0.366588137,0
-0.509950455,0.088016943,0
-0.065991769,-0.216329153,0
-0.232811112,-0.3373247,0
0.403790337,0.106727097,0
-0.182584703,-0.412077151,0
-0.097915997,0.227767773,0
-0.139130322,0.43465751,0
0.354094913,-0.075636325,0
0.320968552,-1.228745725,0
-0.421677031,0.1886606,0
0.24410343,0.561909414,0
-0.098801876,0.194615764,0
-0.498498128,-0.138743117,0
0.337511146,-0.339442804,0
0.42031909,-0.060196117,0
0.328412059,-0.293881707,0
-0.295363662,-0.008558285,0
0.080428022,-0.270549197,0
-0.550792185,-0.502713401,0
-0.395558221,-0.095429431,0
-0.008731189,0.516254917,0
-0.096431153,-0.165443088,0
-0.329947194,0.021787221,0
0.090367975,-0.575626871,0
0.022277561,-0.181271234,0
0.350562768,0.016967572,0
-0.034566016,0.137803158,0
0.10815965,0.451951096,0
-0.400956343,-0.013899133,0
0.2153339,0.323336024,0
0.116614022,-0.332882298,0
-0.060896952,-0.257368336,0
-0.227442888,0.178474053,0
0.067054045,-0.344935377,0
0.109813276,-0.014438422,0
0.263781709,0.127407204,0
0.186134233,0.395339165,0
0.474331019,-0.347112725,0
-0.517854555,-0.17763486,0
0.093732529,0.021396945,0
-0.168890361,-0.403307787,0
-0.402478488,0.422254479,0
-0.026295338,0.223420083,0
0.112198017,-0.042964389,0
-0.486472502,-0.303581202,0
0.309978975,-0.085325818,0
-0.214206023,0.060735845,0
-0.274508323,-0.234439927,0
0.20873349,0.43008385,0
0.17640167,0.21108984,0
-0.690739203,0.290993574,0
0.527123705,-0.195460923,0
0.135926868,-0.098190266,0
-0.358289845,-0.355778276,0
0.415271686,0.268788414,0
-0.347039654,-0.512556537,0
-0.291904501,-0.111136002,0
-0.349487247,0.4859746,0
0.062830994,0.51904527,0
0.717941122,-0.024162842,0
0.113146216,0.016561126,0
0.147861616,-0.403941744,0
-0.206919586,0.156128309,0
-0.035598518,-0.203840149,0
-0.01611426,-0.398661233,0
0.367390809,0.296129078,0
0.044653666,0.106079106,0
0.1120715,-0.162776747,0
-0.218112051,-0.699782601,0
0.421108483,-0.92039955,0
-0.14052482,-0.058215489,0
-0.457674216,0.162370477,0
-0.554748882,-0.396670016,0
0.74314184,0.267657045,0
0.750968903,0.015460837,0
-0.029057023,0.064186832,0
0.013663008,0.14262432,0
-0.016333861,0.383592975,0
0.287056676,0.458617319,0
-0.112171991,0.251283007,0
0.362241647,-0.011840487,0
0.220912197,0.363653766,0
0.158919972,0.281082105,0
0.0950382,0.008103469,0
0.165381856,-0.234663751,0
0.108596376,-0.70386333,0
0.603765328,0.137748578,0
0.423433682,-0.195785452,0
0.216387085,0.276012543,0
0.721305404,-0.427704586,0
0.143906401,0.045355106,0
-0.197108408,-0.295955256,0
0.18842164,-0.265440118,0
-0.423505609,0.249933039,0
0.069954105,-0.081422902,0
-0.485695261,0.418444259,0
-0.019157598,0.461656371,0
0.380368329,0.019264239,0
-0.019300269,-0.469047629,0
0.022404948,0.335135785,0
0.222951484,0.269894186,0
0.175756502,0.340635146,0
-0.112627082,-0.256108982,0
-0.269392578,0.233243508,0
-0.070345102,0.005109929,0
-0.116707704,-0.273433137,0
-0.333665486,-0.103282827,0
0.293213048,-0.191905919,0
-0.062484998,-0.070833479,0
0.389070859,-0.31323899,0
0.041559708,-0.001448054,0
0.111980131,-0.054653039,0
-0.388934539,0.155276043,0
0.163741007,-0.032731434,0
-0.315630888,-0.218996042,0
-0.602702338,0.080597115,0
0.343522647,0.016299524,0
-0.411971571,-0.045130039,0
-0.159681806,-0.146918723,0
0.185642531,-0.67306395,0
0.086948386,0.376887833,0
-0.136558015,-0.27421517,0
0.151758131,-0.560783573,0
-0.538849903,0.200169301,0
0.650034483,-0.000643718,0
-0.099955394,-0.309948954,0
-0.275981155,-0.048256567,0
-0.199846627,-0.01948152,0
-0.644403649,-0.058857155,0
0.136597486,0.30914457,0
-0.116811973,0.007987661,0
0.079682918,-0.171497639,0
0.046458588,0.291140933,0
0.315835905,0.432466824,0
-0.785393927,0.064310505,0
0.152059461,0.136880295,0
-0.634694489,-0.544393473,0
0.516283408,-0.216220703,0
0.806963065,-0.229135541,0
0.127068965,0.361481336,0
0.102373992,0.308841606,0
-0.607709667,0.369322031,0
-0.00017323,0.38399549,0
0.081268712,0.350016849,0
0.395015548,-0.232802945,0
-0.741377057,-0.253172195,0
-0.002178387,0.04668998,0
-0.258934493,0.074248894,0
-0.691758127,-0.082167521,0
-0.16067845,-0.100915208,0
-0.101510804,-0.556432621,0
-0.424803441,0.407666232,0
-0.34518184,0.186497844,0
-0.345812616,-0.522826431,0
-0.583552118,0.243030238,0
-0.199013051,-0.695086016,0
0.203249882,-0.653522192,0
0.39533417,0.175303127,0
-0.177899863,0.264636527,0
-0.090477039,-0.026264293,0
0.170060146,-0.184072197,0
0.220798558,0.146686358,0
0.102590657,0.129953312,0
0.425231579,0.038769554,0
0.232392736,-0.428093542,0
0.330156487,-0.045338622,0
-0.17956478,0.030820011,0
-0.503851453,0.02877466,0
0.448370219,0.61772939,0
0.034772166,0.189432051,0
-0.131822685,-0.127599454,0
-0.273550114,0.891297669,0
0.292722278,0.008129915,0
0.143650116,0.000409124,0
-0.09644286,0.174895556,0
-0.134352876,0.445632624,0
-0.440312544,-0.228101988,0
0.016087272,0.116866234,0
-0.047888132,0.191054421,0
-0.105305421,-0.115308351,0
-0.198344041,-0.114378925,0
-0.753526876,0.162582385,0
0.494889539,-0.265435721,0
-0.262791327,0.417588877,0
-0.445229327,-0.210452315,0
-0.290745168,0.153048883,0
-0.361582007,-0.543066346,0
-0.558730093,0.056297572,0
0.093426765,0.073872285,0
-0.168616714,0.234211518,0
-0.1406609,-0.24749523,0
0.019221479,-0.485750556,0
-0.719410441,0.108867286,0
0.080776978,-0.136411467,0
0.817246186,-0.118830336,0
-0.457735581,-0.018575596,0
0.028611536,0.219171465,0
0.066661522,-0.186034512,0
-0.056924982,-0.18241741,0
-0.375665816,0.777239191,0
0.331054581,0.172579981,0
-0.534823652,0.691587584,0
0.194270299,0.266025046,0
0.123864426,0.112309274,0
0.309543283,0.082246653,0
0.198017562,0.165427059,0
-0.318583716,-0.109873865,0
0.061742737,-0.318299155,0
0.617557487,-0.236231088,0
0.153232655,-0.373031726,0
-0.606711777,-0.127002991,0
0.162234459,0.191175099,0
0.493978582,0.247535193,0
-0.169577209,-0.343200789,0
0.348025926,-0.162914448,0
